short_name,overall,pace,shooting,passing,dribbling,defending,physic
M. Icardi,76,79,75,51,71,30,69
Lucas Piazon,76,75,72,74,81,29,59
M. De Sciglio,76,84,44,71,70,74,77
M. Perin,76,,,,,,
L. Kurzawa,76,79,63,73,74,75,73
Jorginho,76,79,66,79,78,69,67
B. Keita,76,88,70,69,80,31,71
M. van Ginkel,76,77,71,74,75,62,74
Fernando,76,78,66,71,69,77,78
T. Hazard,76,73,73,76,76,32,63
Dória,76,57,33,50,51,78,76
M. Salah,76,93,65,70,83,48,64
I. Gueye,76,70,54,67,72,75,75
Mário Fernandes,76,81,56,65,68,78,76
G. Xhaka,76,49,62,76,74,65,73
L. Digne,76,80,51,71,72,74,73
Jesé Rodríguez,76,87,73,71,83,27,55
Bruma,76,91,67,70,82,28,63
Bruno Fernandes,76,79,69,77,79,59,62
G. Rulli,76,,,,,,
N. Maksimović,76,66,32,50,54,78,79
J. Dos Santos,76,67,68,77,77,56,61
C. Erkin,76,82,72,78,78,72,77
J. Rodwell,76,71,71,74,75,73,77
A. Ljajić,76,80,74,72,81,35,61
S. Caulker,76,75,31,55,60,77,78
A. Potuk,76,83,68,72,81,66,62
J. Geis,76,65,65,77,73,73,77
A. Florenzi,76,80,75,72,77,64,69
Rubén Pardo,76,66,62,79,77,57,60
S. Umtiti,76,74,54,59,63,77,77
A. Gómez,76,89,69,71,82,25,50
M. Yanga-M'Biwa,76,76,39,57,63,75,80
Koo Ja Cheol,76,76,74,73,80,55,64
L. Fer,76,75,74,71,73,74,81
C. Smalling,76,78,28,54,60,80,74
Álvaro Domínguez,76,66,31,62,61,76,79
L. Kweuke,76,71,77,58,69,39,81
Rômulo,76,83,63,73,78,69,72
Neto,76,,,,,,
M. Höger,76,66,69,74,74,75,80
Marc Bartra,76,70,45,62,63,80,69
J. Clasie,76,68,64,76,75,65,72
H. Son,76,86,78,67,77,29,58
C. Atsu,76,92,66,71,80,31,55
Andrés Fernández,76,,,,,,
E. Choupo-Moting,76,78,75,69,81,39,70
S. Giovinco,76,91,70,79,85,28,52
R. Alessandrini,76,91,77,70,79,32,56
A. Szalai,76,67,74,59,73,38,79
M. Wakaso,76,91,64,72,73,65,76
T. Heurtaux,76,67,42,48,55,80,73
A. Mehmedi,76,75,76,70,80,38,72
Éder,76,78,74,67,75,44,82
Iago Aspas,76,82,74,72,81,30,59
K. Manolas,76,79,27,45,58,78,80
P. Herrmann,76,91,68,71,79,31,57
B. Stambouli,76,66,59,66,69,75,76
B. Natkho,76,72,67,79,78,68,71
V. Aboubakar,76,85,77,56,71,30,70
A. Lopes,76,,,,,,
Casemiro,76,66,66,71,69,73,79
Cédric,76,82,67,71,76,74,73
V. Chiricheş,76,81,65,59,66,77,74
H. Herrera,76,73,66,73,74,67,78
S. Bolat,76,,,,,,
Diego Capel,76,87,62,66,85,41,50
V. Kavlak,76,74,69,70,74,76,76
S. Aigner,76,84,71,73,76,42,65
F. Lustenberger,76,69,39,71,68,77,73
J. De Guzmán,76,75,72,76,78,41,60
M. Harnik,76,79,76,73,74,40,76
K. Grosicki,76,89,74,71,76,35,60
Xavi Torres,76,54,58,75,66,69,77
Y. Mulumbu,76,67,61,68,73,76,80
I. Traoré,76,88,62,71,84,36,50
R. Neustädter,76,58,53,71,67,74,75
C. Träsch,76,72,60,72,70,74,78
B. Ideye,76,83,77,59,72,38,73
B. Ecuélé Manga,76,65,29,55,44,78,76
B. Dost,76,60,77,50,59,38,74
Daniel Carriço,76,66,52,67,64,79,81
T. Jantschke,76,72,42,66,68,78,71
F. Montero,76,76,77,75,80,37,64
Pizzi,76,82,73,72,79,32,56
P. Wollscheid,76,51,39,49,40,78,78
M. Badelj,76,50,61,76,76,69,67
E. Gülüm,76,66,44,51,62,76,80
M. Zárate,76,77,79,69,83,37,66
D. Aogo,76,77,55,76,76,74,77
D. Gibson,76,60,67,78,70,74,74
S. Defour,76,65,68,74,75,71,73
E. Elia,76,91,62,70,82,31,63
P. Tytoń,76,,,,,,
Antunes,76,84,67,74,73,73,74
Maurício,76,68,51,55,57,78,77
M. Isla,76,81,57,73,76,71,70
M. Suárez,76,79,76,73,80,29,56
C. Diabaté,76,61,77,59,68,29,83
S. Rudy,76,71,66,76,78,66,66
Sílvio,76,76,62,70,75,74,72
L. Sané,76,71,43,62,65,76,79
Adrián,76,,,,,,
D. Caligiuri,76,83,70,71,81,32,70
S. Fletcher,76,71,76,58,72,31,74
R. Shishkin,76,77,60,72,71,76,67
A. Guardado,76,83,68,75,82,70,65
Bueno,76,74,77,71,78,38,52
Henrique,76,64,45,54,65,79,78
D. Tarasov,76,72,55,67,68,76,82
A. Nyom,76,80,44,62,70,75,84
G. Medel,76,76,65,61,67,78,86
Portillo,76,75,59,74,79,26,57
J. Iličić,76,72,74,79,76,39,65
M. Schwarzer,76,,,,,,
Eliseu,76,87,71,71,76,71,80
S. Parker,76,58,65,70,73,79,76
R. Lambert,76,51,80,70,67,33,79
D. Kuyt,76,70,76,72,73,65,79
N. Rimando,76,,,,,,
Alan,76,68,71,78,79,51,68
W. Samuel,76,38,40,49,46,80,66
R. Santa Cruz,76,49,74,63,66,33,76
R. Márquez,76,61,52,70,50,75,72
A. Ivanschitz,76,68,77,79,76,35,67
J. Olsson,76,53,55,64,51,76,76
R. Schäfer,76,,,,,,
K. Kuranyi,76,70,75,65,67,34,82
J. Heitinga,76,67,56,66,55,75,75
F. Balmont,76,66,67,78,75,72,74
T. Barnetta,76,76,69,76,80,49,62
C. Ledesma,76,54,67,81,75,66,71
Fernando Navarro,76,68,48,67,65,78,77
J. Valdés,76,73,71,80,77,44,65
A. Boruc,76,,,,,,
T. Starke,76,,,,,,
A. Kerzhakov,76,80,74,73,73,35,75
Jonatan Soriano,76,67,76,72,79,32,68
A. Meier,76,60,80,76,72,53,75
N. Valdez,76,77,72,60,72,49,79
A. Koné,76,81,75,60,76,34,73
S. Muntari,76,70,74,73,74,74,83
Artur Moraes,76,,,,,,
Sergio García,76,74,77,74,81,30,62
G. Pazzini,76,75,71,53,69,31,74
G. Johnson,76,79,64,70,74,75,74
R. Huth,76,51,53,48,39,77,86
Amaya,76,44,26,50,42,79,80
B. Džemaili,76,75,64,75,73,71,72
A. Domínguez,76,70,75,74,79,32,63
P. Webó,76,73,76,55,73,32,72
A. Orión,76,,,,,,
A. Pyatov,76,,,,,,
G. Gönül,76,85,68,72,78,74,74
Tito,76,77,43,62,68,75,64
Roberto,76,,,,,,
A. Dikan,76,,,,,,
V. Gabulov,76,,,,,,
V. Malafeev,76,,,,,,
A. Anyukov,76,73,63,76,71,76,63
C. Maggio,76,77,72,74,74,72,81
J. Drobný,76,,,,,,
H. Bedimo,76,82,59,73,74,74,84
S. Davis,76,74,64,78,76,66,74
T. Sivok,76,66,46,56,60,77,77
M. Sissoko,76,60,59,70,69,72,84
N. Kranjčar,76,66,77,78,79,36,62
I. Afellay,76,83,74,76,80,40,56
O. Peralta,76,77,75,68,74,37,80
L. Osman,76,62,73,77,81,63,65
D. Abraham,76,73,58,60,59,76,78
S. Naismith,76,77,73,66,77,49,79
A. Diaby,76,75,71,72,80,71,81
M. Jarvis,76,87,67,74,78,40,54
Charles,76,69,77,52,77,35,70
Adriano,76,76,70,77,80,73,72
Valera,76,75,51,69,69,72,78
D. Digard,76,65,61,68,70,75,80
F. Gago,76,67,58,77,72,73,63
A. Kasaev,76,83,71,72,78,31,63
J. Vargas,76,76,76,77,75,70,78
F. Higuaín,76,73,71,76,78,46,63
Jardel,76,61,43,51,53,77,80
S. Ireland,76,64,65,73,77,48,60
L. Schøne,76,67,77,77,78,52,60
Carlos Martínez,76,71,47,70,66,77,78
N. Moisander,76,67,49,67,70,76,74
I. Piatti,76,77,75,75,78,46,68
Felipe Santana,76,80,45,43,40,78,74
Weligton,76,60,37,51,50,80,69
Nacho Monreal,76,78,52,71,73,74,72
P. Cissé,76,75,77,67,74,31,67
P. Diop,76,66,62,71,68,74,82
M. Sall,76,52,54,57,51,78,85
Ricardo,76,,,,,,
C. Sánchez,76,64,57,69,70,72,87
M. Abdellaoue,76,76,79,63,74,36,63
C. Noboa,76,73,67,79,76,74,76
Wanderson,76,75,78,77,77,30,63
O. Alonso,76,82,61,67,72,75,81
N. Al Shamrani,76,86,76,60,70,32,71
D. Subašić,76,,,,,,
Y. Nagatomo,76,87,54,72,75,72,69
M. Dević,76,79,76,67,73,36,66
N. Veldevés,76,78,72,63,72,48,79
Hernane,76,71,74,58,69,31,74
P. Pérez,76,76,68,77,76,65,76
A. Januzaj,75,82,63,72,81,22,50
M. Meyer,75,77,65,71,83,30,50
L. Shaw,75,82,39,68,76,75,73
M. Kovačić,75,81,64,80,83,45,62
A. Correa,75,86,69,72,82,46,58
D. Origi,75,85,69,67,75,30,64
F. Đuričić,75,81,67,72,82,37,64
Sergi Roberto,75,68,66,76,74,53,73
V. Fischer,75,77,71,71,81,35,60
J. Boëtius,75,88,71,68,82,26,49
I. Hajrović,75,81,73,72,80,42,62
Rômulo,75,71,62,71,69,78,75
A. Maher,75,74,68,72,81,51,54
S. Zaza,75,78,74,57,76,31,70
M. Batshuayi,75,82,77,55,77,28,67
J. Campbell,75,88,71,71,77,37,74
F. Schär,75,78,68,70,64,73,82
André Gomes,75,59,68,72,73,68,78
M. Lestienne,75,86,72,72,76,33,64
J. Ananidze,75,75,70,75,78,45,49
Hugo Mallo,75,78,39,69,71,73,74
M. Gabbiadini,75,82,78,59,75,28,74
A. Musa,75,93,74,66,81,29,49
D. Klaassen,75,74,75,67,72,62,76
M. Arnold,75,74,77,68,77,44,57
E. Álvarez Balanta,75,75,39,52,65,75,83
F. Delph,75,79,68,69,81,64,71
A. Paloschi,75,77,72,55,70,29,79
Marlos,75,86,71,68,84,42,57
A. Dragović,75,72,50,61,64,77,77
N. Clyne,75,86,53,65,75,73,74
S. Taïder,75,74,66,75,77,69,75
B. Martins Indi,75,68,47,59,60,76,79
F. Ghoulam,75,82,63,72,73,73,76
O. Onazi,75,80,61,72,76,69,73
R. Knoche,75,68,42,50,54,77,71
L. Bittencourt,75,83,65,72,79,52,65
V. Germain,75,76,76,71,77,30,65
V. Ibarbo,75,91,71,66,80,39,78
M. Jojić,75,77,72,76,78,52,68
F. Forster,75,,,,,,
P. Hetemaj,75,78,67,75,77,66,79
F. Caicedo,75,74,76,65,69,40,84
T. Necid,75,73,76,55,66,34,74
M. Sissoko,75,77,73,71,75,71,85
J. Kana-Biyik,75,70,33,50,50,74,79
Yoel,75,,,,,,
F. Tabanou,75,77,69,75,74,62,70
G. Fofana,75,70,65,69,71,73,80
A. McCarthy,75,,,,,,
L. de Jong,75,64,75,67,71,43,71
S. Corchia,75,77,56,74,73,73,68
W. Khazri,75,76,72,74,77,32,67
I. Fetfatzidis,75,83,63,69,84,25,55
Jonathan Viera,75,77,65,74,82,25,61
André Martins,75,81,67,75,81,56,52
G. Kondogbia,75,66,55,70,68,71,84
Luís Neto,75,68,36,56,52,78,72
L. Ocampos,75,80,71,74,77,50,63
J. Veltman,75,69,37,57,71,77,71
C. Vargas,75,,,,,,
Z. Kuzmanović,75,54,64,73,66,73,78
J. Rodriguez,75,85,76,68,76,34,68
V. Moses,75,84,69,68,80,37,69
T. Kraft,75,,,,,,
H. Nordtveit,75,68,51,69,65,78,78
Y. Mollo,75,85,67,71,79,30,69
Fabiano,75,,,,,,
F. Borini,75,79,74,69,76,31,69
F. Di Santo,75,74,75,62,72,30,75
F. Djordjevic,75,63,74,58,70,42,80
Jefferson,75,80,69,71,75,73,77
D. Janmaat,75,76,62,68,73,74,79
Douglas,75,66,47,53,56,74,83
M. Sau,75,89,73,71,83,26,54
V. Wanyama,75,68,68,69,72,75,88
Candeias,75,81,71,70,77,44,65
F. Rossi,75,69,57,75,71,69,62
Xandão,75,52,41,51,54,76,77
L. Narsingh,75,93,62,71,76,29,61
M. Braithwaite,75,89,74,63,79,33,73
Juan Dominguez,75,64,55,75,75,54,67
Tomás Pina,75,68,58,73,73,66,76
Montañés,75,86,66,68,81,37,68
A. Mandi,75,75,42,72,66,75,69
V. van Dijk,75,70,58,60,68,75,82
O. Niasse,75,83,74,56,71,31,74
N. Ghilas,75,75,73,65,74,34,82
Víctor Rodríguez,75,82,66,71,80,38,64
T. Huddlestone,75,46,70,81,67,72,73
L. Cattermole,75,69,57,66,66,76,80
J. Cork,75,56,52,67,71,74,73
Z. Junuzović,75,79,68,75,78,66,73
W. Reid,75,74,52,49,49,78,78
L. Fejsa,75,67,61,67,68,77,78
Maicon,75,93,70,68,73,31,71
B. Oczipka,75,71,53,71,71,73,77
D. Santon,75,78,57,71,74,74,77
Bamba Anderson,75,73,44,60,68,77,73
J. Baumgartlinger,75,75,58,68,70,74,82
M. Schmiedebach,75,71,54,70,73,74,75
Y. El Arabi,75,72,76,65,83,42,62
A. Finnbogason,75,69,80,60,70,32,65
Mexer,75,68,47,55,62,77,74
Josué,75,71,72,74,77,55,71
A. Marchesín,75,,,,,,
J. Schmid,75,80,67,72,77,62,75
Aleix,75,91,63,65,78,30,76
K. Bellarabi,75,89,68,70,79,31,62
Edenílson,75,85,62,71,76,68,70
Diogo Figueiras,75,78,52,64,72,75,71
H. Kiyotake,75,76,66,77,79,27,46
A. Hahn,75,85,77,70,72,50,83
I. Slimani,75,64,74,53,63,35,83
Derley,75,71,75,58,73,33,75
A. Mierzejewski,75,79,70,76,76,37,66
N. Onuoha,75,83,35,60,60,75,77
S. Gakpé,75,91,74,69,78,30,61
D. Wass,75,77,70,75,73,70,73
Alex López,75,66,75,75,71,57,68
P. Velthuizen,75,,,,,,
C. Chantôme,75,68,65,77,73,73,76
D. Schwaab,75,73,38,64,66,77,69
A. Bjelland,75,54,44,60,60,76,78
J. Forlin,75,66,39,61,59,76,76
J. Hegeler,75,62,62,76,73,67,73
R. Ruiter,75,,,,,,
Víctor Pérez,75,67,66,80,73,58,65
Leonardo,75,86,74,71,77,26,72
R. Álvarez,75,66,72,78,81,59,76
M. Noble,75,53,64,75,71,69,74
N. Bendtner,75,62,75,64,69,34,73
S. Long,75,84,74,59,73,36,80
M. Lustig,75,74,54,68,67,77,72
S. Prödl,75,53,34,48,42,77,79
M. Diakité,75,72,40,44,43,77,78
Eder,75,82,75,69,78,28,57
C. Kaboré,75,73,60,71,67,75,78
B. Bannan,75,75,67,78,74,36,47
D. Glushakov,75,69,71,71,74,72,69
P. Pekarík,75,75,48,65,74,76,71
D. Pabón,75,87,78,70,76,37,67
E. Gigliotti,75,61,76,54,67,35,74
M. Casco,75,89,64,66,74,71,74
C. Abbiati,75,,,,,,
J. O'Shea,75,52,32,57,54,78,72
W. Brown,75,60,29,54,58,77,73
Hélder Postiga,75,71,72,60,72,34,74
D. Pizarro,75,57,66,84,79,63,60
D. Bonera,75,54,42,53,51,79,72
M. Essien,75,64,68,70,70,74,77
E. Moretti,75,54,36,54,55,78,72
J. Speroni,75,,,,,,
E. Didot,75,57,63,78,73,71,66
M. Domizzi,75,51,55,51,49,78,73
P. Crouch,75,53,75,68,68,31,69
K. Nolan,75,52,77,73,70,63,81
H. Westermann,75,67,54,65,57,76,78
W. Routledge,75,83,65,69,80,35,63
K. Commons,75,70,76,76,77,30,67
R. Green,75,,,,,,
S. Pepe,75,80,72,75,80,57,61
Borja Oubiña,75,54,57,78,73,49,59
Corominas,75,77,71,63,78,34,68
S. Riether,75,76,57,71,73,74,70
R. Cohade,75,67,68,77,75,66,72
N. Noveski,75,44,45,51,41,78,79
A. Tymoshchuk,75,53,58,68,63,78,72
M. Agazzi,75,,,,,,
L. Andreasen,75,58,70,67,70,75,77
E. Eboué,75,83,68,67,79,72,74
M. Chamakh,75,68,75,71,72,49,74
S. Sidwell,75,59,71,71,69,75,75
D. Perquis,75,55,39,54,51,75,83
S. Schaars,75,51,68,80,71,69,70
M. Ciani,75,64,45,46,44,75,82
Y. Jouffre,75,74,66,76,75,51,54
L. Obraniak,75,67,75,76,74,47,63
J. Barton,75,60,70,77,72,68,81
D. Fletcher,75,56,67,75,67,82,75
G. Lux,75,,,,,,
D. Díaz,75,48,42,54,47,76,72
L. Britton,75,68,52,76,78,68,66
D. Marshall,75,,,,,,
E. Abidal,75,54,32,62,58,78,69
M. Barovero,75,,,,,,
L. Romagnoli,75,73,69,76,79,46,59
D. Colotto,75,55,54,51,60,77,74
S. Domínguez,75,47,45,52,54,77,71
B. İrtegün,75,65,50,59,65,76,77
G. Zan,75,41,44,52,53,77,78
Lafita,75,70,68,72,75,38,66
Manu Del Moral,75,78,75,64,73,30,60
Miguel Flaño,75,70,40,52,50,75,78
S. Ryzhikov,75,,,,,,
A. Arshavin,75,75,71,76,77,27,58
V. Bystrov,75,88,68,73,73,43,67
Z. Karcemarskas,75,,,,,,
W. Hoolahan,75,71,67,73,80,46,51
D. Salpingidis,75,87,78,70,75,40,72
P. Ochs,75,77,54,72,70,73,74
C. Jallet,75,74,62,71,70,74,71
A. Tettey,75,78,68,71,72,73,81
M. Williamson,75,57,35,54,43,77,75
D. Cvitanich,75,72,75,68,76,33,69
Àngel Rangel,75,65,58,74,72,76,76
M. Schäfer,75,70,68,75,73,74,75
J. Villar,75,,,,,,
Ederson,75,69,67,75,81,47,68
J. Corona,75,,,,,,
J. Arango,75,57,77,80,76,34,59
A. Nocerino,75,76,71,72,74,72,80
E. Zengin,75,75,72,70,78,36,62
S. Taylor,75,55,33,51,47,76,76
Jurado,75,75,78,76,82,29,52
A. Romao,75,60,54,68,68,72,85
M. Krohn-Dehli,75,69,67,76,75,53,65
F. Clerc,75,71,49,69,67,75,78
A. Konko,75,86,59,73,77,70,80
O. Kucher,75,64,37,60,56,80,71
C. Davies,75,75,37,49,53,76,78
Cobeño,75,,,,,,
L. Fabiański,75,,,,,,
S. M'Bia,75,70,59,67,64,73,83
C. N'Zogbia,75,84,71,72,82,45,65
E. Polanski,75,63,65,71,67,74,78
E. Scarione,75,75,74,73,79,34,59
Danilo,75,49,44,46,46,80,70
D. Basta,75,77,67,72,73,73,74
M. Amalfitano,75,72,68,78,76,55,66
Ari,75,79,76,71,73,34,79
J. Nekounam,75,53,65,75,67,66,73
L. N'Guemo,75,72,46,67,73,74,78
José Fonte,75,59,34,51,61,75,76
I. Scocco,75,78,76,75,77,29,67
De la Bella,75,77,52,69,74,73,74
Zurutuza,75,63,65,76,75,47,60
Javi Varas,75,,,,,,
O. Vizcarrondo,75,34,47,47,37,77,82
V. Birsa,75,74,68,77,75,38,69
N. Guzmán,75,,,,,,
H. Medunjanin,75,70,76,76,77,57,69
A. Matri,75,79,73,56,69,29,71
Sergio Sánchez,75,67,51,61,55,78,78
L. Nguyen,75,78,70,73,75,49,61
H. Hosogai,75,71,57,71,74,75,73
M. Jedinák,75,58,66,66,61,77,81
A. Rukavina,75,78,47,66,68,74,78
L. Barrios,75,72,74,63,75,46,73
Vagner,75,,,,,,
Marquinho,75,75,72,74,77,64,75
J. Morales,75,67,72,76,75,40,68
A. Chahechouhe,75,85,75,70,79,31,58
M. Britos,75,59,38,53,51,77,75
Rúben Micael,75,69,70,78,78,50,65
Z. Brkić,75,,,,,,
E. Paredes,75,76,74,67,74,31,73
T. Gutiérrez,75,72,74,66,75,30,76
C. Kerbrat,75,74,40,57,66,78,79
L. Barrogios,75,72,74,63,75,46,73
S. Torrico,75,,,,,,
J. Ward-Prowse,74,73,58,80,75,61,67
Óliver Torres,74,75,48,76,85,40,42
A. Mitrović,74,70,76,51,66,29,74
R. Morrison,74,78,65,73,79,44,65
M. Niang,74,85,67,66,80,38,68
K. Zouma,74,74,49,57,54,74,79
Suso,74,76,62,74,83,27,44
T. Kongolo,74,78,42,62,64,73,74
N. López,74,81,71,64,82,28,52
E. Can,74,79,63,73,77,67,76
Fred,74,82,70,69,78,59,46
Carles Gil,74,70,64,73,80,38,55
R. Bürki,74,,,,,,
A. Townsend,74,89,70,69,79,31,61
A. Rüdiger,74,80,40,59,63,73,77
Moi Gómez,74,74,71,75,76,41,64
Saúl,74,68,45,64,65,73,68
H. Ziyech,74,73,73,73,74,42,57
Gayà,74,84,60,70,73,74,66
Carlos Mané,74,87,67,64,82,39,52
F. Cartabia,74,78,65,71,81,32,50
H. Seferović,74,63,77,62,69,38,67
T. Kalas,74,77,49,51,64,75,75
O. John,74,84,65,71,78,27,59
Rubén García,74,80,68,69,81,38,63
A. Centurión,74,92,62,68,78,49,57
A. Ghazal,74,64,34,61,61,75,82
Rúben Vezo,74,70,49,59,55,74,77
S. Bocchetti,74,78,50,58,65,75,74
Y. Chikhaoui,74,84,70,75,84,29,66
A. Ekdal,74,69,62,74,75,61,76
S. Johansen,74,68,62,73,75,56,67
J. Shelvey,74,67,72,75,71,56,77
Botía,74,61,54,58,58,74,79
C. Tosun,74,77,75,57,73,30,69
A. Ahamada,74,,,,,,
J. Guilavogui,74,70,63,69,68,74,79
Jordi Amat,74,67,47,52,56,74,78
Z. Labyad,74,78,70,69,80,31,49
André André,74,72,68,73,75,66,72
Aurtenetxe,74,78,49,69,66,74,80
M. Leitner,74,74,66,71,81,51,63
N. Sansone,74,82,69,67,80,27,58
J. Sánchez Miño,74,79,72,74,75,49,69
Wellington Nem,74,88,66,70,79,36,56
L. Melgarejo,74,87,69,67,74,72,70
Leo Baptistao,74,77,70,68,81,29,61
Manu Trigueros,74,70,68,78,71,60,66
S. Mané,74,90,70,69,78,34,61
L. López,74,64,52,45,62,77,73
D. Zapata,74,72,75,49,71,42,69
I. Abate,74,92,52,69,76,70,80
M. Dossevi,74,81,72,71,78,35,59
A. Mounier,74,82,68,74,72,37,63
D. Perotti,74,82,68,70,82,31,56
M. Darmian,74,80,54,69,74,77,75
D. Kombarov,74,77,69,76,73,67,69
O. El Kaddouri,74,73,67,75,78,52,72
S. N'Zonzi,74,71,56,69,72,77,82
M. Martin,74,68,68,77,76,52,63
Miguel Lopes,74,77,40,69,73,72,79
Rubén Pérez,74,67,55,67,62,70,78
M. Beister,74,86,75,69,74,46,76
P. Souaré,74,78,48,72,73,73,74
N. Pejčinović,74,54,39,60,53,74,77
F. Bardi,74,,,,,,
A. Hoffmann,74,56,37,57,57,74,77
Z. Boucher,74,,,,,,
V. Eysseric,74,75,69,74,76,28,61
F. Fernández,74,54,27,44,40,77,77
Insua,74,65,29,50,50,77,61
Q. Promes,74,82,75,68,77,26,64
Aderlan Santos,74,54,53,45,53,76,76
C. Carbonero,74,86,70,70,75,31,67
D. Rose,74,83,58,68,74,73,73
R. Bertrand,74,76,43,67,69,74,70
L. De Silvestri,74,81,60,67,70,72,79
Joselu,74,68,74,58,72,29,66
R. Kruse,74,84,68,67,77,38,62
H. Saivet,74,79,71,71,78,38,68
N. Petersen,74,66,74,57,69,33,73
M. Moralez,74,89,67,77,85,36,51
N. Roux,74,72,75,68,71,37,65
S. Athanasiadis,74,76,74,65,71,43,70
J. Ward,74,66,49,68,66,76,76
Ramon Motta,74,81,67,71,77,73,71
M. Pektemek,74,76,71,65,76,37,77
T. Cleverley,74,76,64,76,78,48,59
A. Barrada,74,80,71,71,77,37,68
Rafael,74,,,,,,
D. Pröpper,74,70,70,70,74,56,61
D. Didavi,74,73,73,71,75,33,63
F. Diagne,74,74,41,59,71,75,71
Baena,74,58,52,68,62,73,77
Héldon,74,85,70,64,78,29,53
I. Baldé,74,76,73,54,66,32,80
J. Murillo,74,67,36,47,57,75,77
David López,74,64,66,65,66,73,81
E. Bičakčić,74,67,36,49,46,74,76
T. Serero,74,84,55,70,80,47,57
A. Jóhannsson,74,78,77,62,73,29,60
L. Fariña,74,84,71,70,79,53,64
F. Gardoş,74,61,48,56,60,75,79
O. Shatov,74,82,62,71,78,50,61
T. Stepanenko,74,67,53,67,69,76,75
J. Tizón,74,69,45,69,71,75,75
D. Siovas,74,47,37,50,60,75,81
F. Pardo,74,84,74,66,75,29,78
S. Cárdenas,74,85,67,73,81,41,53
J. Izquierdo,74,92,68,63,76,28,59
C. Budescu,74,74,71,71,72,38,60
Verza,74,53,67,76,62,65,77
P. Skjelbred,74,68,60,72,77,63,71
A. Baumjohann,74,68,69,72,76,32,63
J. Djourou,74,72,32,57,59,73,75
K. Schmeichel,74,,,,,,
S. Meyiwa,74,,,,,,
Omar Ramos,74,81,60,65,84,30,62
Elustondo,74,60,62,77,66,63,68
J. Vossen,74,65,78,70,68,41,66
J. Altidore,74,70,73,54,67,34,79
F. Johnson,74,87,51,73,76,70,69
A. Demir,74,68,36,51,63,74,80
V. Mannone,74,,,,,,
M. Sulejmani,74,81,70,71,79,31,54
B. Sako,74,86,73,73,74,40,74
Ki Sung Yueng,74,67,67,79,75,57,67
M. Gradel,74,91,70,65,79,41,70
C. M'Bengué,74,77,41,67,68,74,76
M. Kelly,74,72,44,62,62,75,76
M. Olsson,74,84,65,68,72,71,75
J. Rhodes,74,73,75,48,68,40,68
Alan,74,75,73,63,77,32,58
C. Carmona,74,77,51,74,70,72,74
Marc Valiente,74,58,32,60,51,79,71
T. Viúdez,74,86,64,70,77,27,45
I. Köybaşı,74,80,60,67,75,75,74
J. Schieber,74,75,73,65,70,39,78
A. Rudnevs,74,78,75,51,64,31,78
D. Ginczek,74,74,74,46,66,35,79
Borja Viguera,74,67,77,52,70,30,65
C. Austin,74,74,73,50,67,35,73
J. Toornstra,74,71,72,72,74,54,75
T. Klose,74,50,42,56,48,76,75
Sebá,74,87,72,63,76,31,72
Allan,74,76,56,69,72,73,75
S. García,74,73,52,63,66,74,81
G. Maniatis,74,76,62,70,70,74,73
T. Ciğerci,74,62,62,72,75,67,76
B. Corgnet,74,71,72,74,74,49,65
F. Gutiérrez,74,71,68,76,78,59,59
R. Ibarra,74,90,65,67,75,45,72
R. Jiménez,74,79,72,68,72,33,78
Marcelo,74,75,27,46,52,76,73
M. Sanson,74,69,62,72,74,71,67
J. Buffarini,74,87,62,69,74,70,82
R. Babel,74,86,71,65,78,33,69
V. Denisov,74,84,50,64,66,73,74
R. Riou,74,,,,,,
A. Beck,74,75,45,70,73,73,71
I. Iličević,74,77,75,73,78,33,56
J. García,74,,,,,,
G. Hooper,74,77,74,64,72,29,74
W. Vainqueur,74,81,61,69,74,69,79
A. Cissokho,74,77,59,60,63,75,76
R. Bobadilla,74,70,75,62,73,31,79
F. Lemoine,74,64,59,74,71,74,74
S. Langkamp,74,67,31,48,49,76,75
V. Anita,74,77,54,69,77,69,72
V. Forren,74,58,52,59,56,75,76
J. Montero,74,88,69,64,79,30,64
J. Flum,74,66,69,72,70,71,76
O. Assaidi,74,86,70,67,83,32,53
M. Estigarribia,74,80,59,71,76,62,69
C. Toselli,74,,,,,,
Victor Sánchez,74,67,62,76,70,65,68
Rogerinho,74,91,67,68,77,34,67
A. Uchida,74,77,51,71,76,72,60
P. Diawara,74,82,71,54,71,35,76
E. Bauthéac,74,82,67,71,78,40,58
Gálvez,74,51,31,54,50,77,78
P. Hernández,74,88,72,68,75,34,68
Rafael Martins,74,77,79,67,77,30,68
L. Vangioni,74,88,71,68,73,71,70
R. Snodgrass,74,66,73,75,78,41,73
P. Kone,74,76,68,72,76,55,73
N. Dyer,74,91,73,66,80,37,64
C. Gönen,74,,,,,,
M. Layún,74,89,69,70,72,69,71
I. Smolnikov,74,82,47,71,71,74,67
L. Acosta,74,91,70,66,77,33,56
C. Pantilimon,74,,,,,,
G. Kashia,74,59,29,62,59,74,82
Juninho,74,75,68,74,73,68,67
Lucas Pérez,74,78,72,76,75,29,70
E. Botteghin,74,39,37,45,46,76,84
J. Vázquez,74,86,56,69,71,73,75
P. De Blasis,74,83,67,70,81,38,47
E. Valencia,74,85,71,65,76,48,70
G. Pinzi,74,68,68,74,70,70,73
M. Di Vaio,74,71,72,63,73,35,61
P. Cannavaro,74,43,48,54,52,76,70
S. Given,74,,,,,,
José Bosingwa,74,79,58,70,74,72,72
